,index,niveau,niveaunaam,gebiedcodenaam,wijkcode,jaar,Woonoppervlak_0_40,Woonoppervlak_40_60,Woonoppervlak_60_80,Woonoppervlak_80_100,Woonoppervlak_100_plus,Woonoppervlak_onbekend,VCRIMIN_I,Culturele_voorzieningen,Aanbod_basisscholen,Woningdichtheid,Eenouder_huishouden,Eenpersoons_huishouden,Stel_zonder_kind_huishouden,Stel_met_kind_huishouden,overige_huishouden,Corporatiewoningen,Particuliere_huur,Koopwoninging,WOZ_per_M2,index,wijkcode,lon,lat
96,5094,4,Wijk,AA Haarlemmerbuurt,AA,2020,"10,4",29,"25,3","15,5","18,8",1,69.0,,,10556.0,"6,4","59,3","22,8","10,8","0,7","41,8","30,5","27,7",6792.0,21,AA,4.89021995,52.3837291
97,5095,4,Wijk,AB Jordaan,AB,2020,19,"36,9","22,8","9,5","10,9","0,8",81.0,,,15844.0,"5,2","65,2","20,8","7,9",1,"36,7","38,6","24,7",7131.0,23,AB,4.8814382,52.3745526
98,5096,4,Wijk,AC Grachtengordel-West,AC,2020,"9,4","20,1","17,3",13,38,"2,1",45.0,,,9621.0,"3,5","59,4","26,4","9,2","1,5","10,6","52,2","37,2",7761.0,24,AC,4.888214,52.37334925
99,5097,4,Wijk,AD Burgwallen-Nieuwe Zijde,AD,2020,"18,5","28,4","21,8","13,1","14,5","3,7",88.0,,,5282.0,"2,6","64,7",26,"4,3","2,4","9,8","73,1","17,1",6945.0,41,AD,4.8971187,52.3749354
100,5098,4,Wijk,AE Burgwallen-Oude Zijde,AE,2020,"14,7","31,8","20,4","12,7","17,2","3,3",125.0,,,8524.0,"3,6","65,1","24,7","4,3","2,3",19,"64,3","16,8",6443.0,42,AE,4.8976341,52.37229515
101,5099,4,Wijk,AF Nieuwmarkt/Lastage,AF,2020,"9,2","28,9","23,5","17,3","16,5","4,5",72.0,,,8952.0,"5,3","63,6","21,9","7,9","1,3","38,1","33,9",28,6337.0,44,AF,4.904438,52.37291
102,5100,4,Wijk,AG Grachtengordel-Zuid,AG,2020,"9,8","19,6","19,2","14,9","34,9","1,7",66.0,,,6708.0,"3,5","58,2","26,3","10,4","1,5","5,3",60,"34,7",7562.0,45,AG,4.8927838,52.3650518
103,5101,4,Wijk,AH De Weteringschans,AH,2020,"15,6",28,"20,1","11,2","23,9","1,1",65.0,,,8402.0,4,"58,9","25,4","10,5","1,3","11,5","53,3","35,3",7141.0,46,AH,4.89192575,52.36205585
104,5102,4,Wijk,AJ Weesperbuurt/Plantage,AJ,2020,13,"27,7","26,7","10,1","21,6","0,9",68.0,,,5601.0,"4,2","64,9","21,3","8,7",1,"29,1","38,1","32,9",6772.0,47,AJ,4.91176485,52.3644559
105,5103,4,Wijk,AK Oostelijke Eilanden/Kadijken,AK,2020,13,"21,3","29,1","22,9","13,2","0,5",80.0,,,7361.0,"7,2","60,1","19,9","11,9","0,9","57,2","13,6","29,2",5831.0,48,AK,4.9218291,52.37072065
106,5104,4,Wijk,EA Sloterdijk-West,EA,2020,"2,1",16,"46,1","19,3",16,"0,4",85.0,,,204.0,"2,6","43,1",39,"14,5","0,7","4,5","87,2","8,2",5959.0,95,EA,4.85453985,52.39031575
107,5105,4,Wijk,EB Spaarndammerbuurt/Zeeheldenbuurt,EB,2020,11,"44,8",22,"15,2","6,5","0,4",70.0,,,4552.0,"9,2","58,5","19,1",12,"1,1","61,7","16,1","22,1",6232.0,96,EB,4.8744225,52.39042765
108,5106,4,Wijk,EC Houthavens,EC,2020,"3,9","13,5",20,"18,4","44,1","0,1",70.0,,,4107.0,5,"43,3","27,2","23,9","0,6","12,7","42,4","44,9",6369.0,97,EC,4.8803174,52.3937846
109,5107,4,Wijk,ED De Kolenkit,ED,2020,"22,6","26,5","17,1","21,2","12,6",0,67.0,,,7853.0,"7,3","54,2","18,6","18,6","1,2","56,8","26,9","16,3",5016.0,98,ED,4.8413775,52.37864745
110,5108,4,Wijk,EE Landlust,EE,2020,"3,7","60,7","23,5","6,3","5,7","0,1",85.0,,,9459.0,"8,2",52,"22,8","15,5","1,5","42,1","29,7","28,1",5728.0,99,EE,4.85425375,52.3798758
111,5109,4,Wijk,EF Erasmuspark,EF,2020,"2,8","66,4","18,5",8,"4,3",0,77.0,,,8521.0,"6,9","50,2","27,9","12,9","2,1","14,2","41,2","44,6",5783.0,100,EF,4.85118035,52.3762431
112,5110,4,Wijk,EG Centrale Markt,EG,2020,"7,4","15,3","28,4","34,1","14,1","0,7",75.0,,,2403.0,"10,1","50,9","19,8","18,4","0,8","45,3","16,5","38,2",5782.0,101,EG,4.86567395,52.37904255
113,5111,4,Wijk,EH Staatsliedenbuurt,EH,2020,"19,4","39,3","20,4","14,2","6,2","0,4",69.0,,,16538.0,"7,1","59,5","20,9","11,7","0,8","46,5","23,9","29,6",6451.0,102,EH,4.875206,52.3808103
114,5112,4,Wijk,EJ Frederik Hendrikbuurt,EJ,2020,"13,5","46,8","22,4","10,6","6,5","0,2",75.0,,,14331.0,"5,7","61,5","21,8","9,7","1,2","36,4","34,5","29,2",6549.0,104,EJ,4.873115,52.37675945
115,5113,4,Wijk,EK Van Galenbuurt,EK,2020,"2,1","78,6","11,7","4,2","3,3",0,66.0,,,11197.0,"9,2","66,8","15,2",8,"0,9","49,3","28,3","22,4",6083.0,105,EK,4.8495595,52.3719726
116,5114,4,Wijk,EL Geuzenbuurt,EL,2020,"4,4","55,9","25,6","7,6","6,4","0,1",81.0,,,13402.0,"5,4","53,2","26,5","12,9",2,"19,6","45,3","35,1",6244.0,106,EL,4.8614025,52.37277565
117,5115,4,Wijk,EM Hoofdweg e.o.,EM,2020,2,"75,4","12,8","5,9","3,9",0,76.0,,,14505.0,"7,2","56,1",23,"12,2","1,5","38,8","37,9","23,3",6239.0,107,EM,4.8533061,52.36724645
118,5116,4,Wijk,EN ChassÃƒÂ©buurt,EN,2020,"1,5","29,2","48,1","10,7","10,4","0,1",65.0,,,11721.0,"9,2","46,8",24,"18,1","1,9","41,2","31,7","27,1",5916.0,108,EN,4.86079195,52.36759385
119,5117,4,Wijk,EP Bellamybuurt,EP,2020,"10,8","45,7","25,3","10,1",8,"0,2",81.0,,,15084.0,"5,9","61,1","21,7","9,9","1,4","36,2","39,3","24,4",6709.0,109,EP,4.8654401,52.36809885
120,5118,4,Wijk,EQ Da Costabuurt,EQ,2020,"8,3","25,1","42,4","13,2","10,8","0,1",111.0,,,12395.0,6,"57,6","24,9","9,7","1,7","22,3","45,8","31,9",6707.0,0,EQ,4.8721073,52.37013015
121,5119,4,Wijk,ER Westindische Buurt,ER,2020,"0,2","56,5",28,"7,3","7,9","0,1",77.0,,,11425.0,"7,4","47,6","28,4","14,3","2,4",17,51,32,6432.0,1,ER,4.8540622,52.36100675
122,5120,4,Wijk,ES Van Lennepbuurt,ES,2020,"19,5","39,3",26,"10,3","4,6","0,2",73.0,,,17626.0,"6,6","63,8","19,6",9,1,"50,2","26,8","22,9",6554.0,13,ES,4.8674871,52.3650266
123,5121,4,Wijk,ET Overtoomse Sluis,ET,2020,"7,2","43,9","24,7","11,3","12,4","0,6",61.0,,,15536.0,"5,5",56,"25,5","11,5","1,6","20,2","45,7","34,1",7082.0,18,ET,4.8598311,52.35973835
124,5122,4,Wijk,EU Helmersbuurt,EU,2020,"4,6","34,6","28,3","10,3","21,5","0,7",78.0,,,12855.0,"5,7","56,5","23,9","12,5","1,4","25,3","41,9","32,9",7133.0,19,EU,4.8715505,52.3635334
125,5123,4,Wijk,EV Vondelparkbuurt,EV,2020,"5,2","18,2","15,8","12,7","45,7","2,3",78.0,,,4353.0,"6,7","53,8","22,8","15,3","1,4","16,2","44,3","39,4",7527.0,20,EV,4.87339625,52.3615828
126,5124,4,Wijk,FA Sloterdijk Nieuw-West,FA,2020,"87,3","6,3","0,8","0,9","3,6","1,1",,,,92.0,"0,4","79,9","17,3","1,2","1,2",,"99,7",,5783.0,65,FA,4.80115165,52.39220185
127,5125,4,Wijk,FD Slotermeer-Noordoost,FD,2020,"6,7","46,6","28,8","10,8","6,9","0,1",109.0,,,4349.0,"10,1","47,9","17,6","22,7","1,7","64,1","7,6","28,3",3948.0,69,FD,4.8290986,52.380685
128,5126,4,Wijk,FF Lutkemeer/Ookmeer,FF,2020,"0,6","4,9",12,"9,7","69,8","2,9",69.0,,,60.0,8,"52,8","19,8","18,1","1,3","4,5","27,3","68,2",4316.0,71,FF,4.7811914,52.3663398
129,5127,4,Wijk,FG De Aker,FG,2020,0,1,"19,9","28,3","50,7","0,1",69.0,,,3633.0,"9,9","31,3","22,8","34,9","1,1","29,5","14,1","56,4",3655.0,72,FG,4.7814874,52.34943735
130,5128,4,Wijk,FH De Punt,FH,2020,"7,5","27,7","26,4","24,9","13,3","0,1",92.0,,,4596.0,"8,1","50,3","17,5","22,7","1,4","37,2","20,5","42,3",3248.0,73,FH,4.7843972,52.3576807
131,5129,4,Wijk,FJ Osdorp-Midden,FJ,2020,"2,6","12,3","33,6","30,3","20,9","0,4",92.0,,,6379.0,"10,9","43,2","18,9","25,6","1,4","57,4","14,6","28,1",3461.0,85,FJ,4.7951324,52.35534825
132,5130,4,Wijk,FK Osdorp-Oost,FK,2020,"3,5","21,3","40,5","19,2","15,1","0,4",112.0,,,5045.0,"8,9","51,6","20,4",18,"1,1","57,5","12,2","30,2",3498.0,86,FK,4.80788145,52.3584471
133,5131,4,Wijk,FL Slotervaart-Noord,FL,2020,"4,3","16,4","34,1","22,8","22,3","0,1",52.0,,,3046.0,"11,2","42,6","20,7","24,1","1,4","44,2","22,4","33,4",4063.0,87,FL,4.82330125,52.3648658
134,5132,4,Wijk,FM Overtoomse Veld,FM,2020,"11,3","18,6","26,6",25,"18,4","0,2",75.0,,,4070.0,"6,8",52,21,"18,8","1,5","39,2","41,7","19,1",4287.0,88,FM,4.84217435,52.36552265
135,5133,4,Wijk,FN Slotervaart-Zuid,FN,2020,"11,6",16,"35,5","20,3","14,2","2,4",56.0,,,4065.0,"9,2","55,1",18,"16,6",1,69,"11,8","19,2",4136.0,22,FN,4.8262398,52.35126435
136,5134,4,Wijk,FP Westlandgracht,FP,2020,"31,1","13,9","21,8","21,9","11,2","0,1",96.0,,,4734.0,"4,7","63,8","20,1","10,1","1,3",34,"49,2","16,8",4805.0,25,FP,4.8415109,52.34778785
137,5135,4,Wijk,FQ Sloten/Nieuw-Sloten,FQ,2020,"1,3","1,6","9,7","43,9","43,3","0,3",64.0,,,1251.0,"9,3","33,5","27,5","28,8","0,9","19,5","27,6","52,8",3882.0,26,FQ,4.81912355,52.3393372
138,5136,4,Wijk,KA Hoofddorppleinbuurt,KA,2020,"2,8",59,"20,5","6,6","11,1",0,74.0,,,7699.0,"6,6",53,"26,2","12,8","1,5","12,6","50,4",37,6446.0,43,KA,4.848138,52.3480818
139,5137,4,Wijk,KB Schinkelbuurt,KB,2020,"3,8","53,7","24,8","9,3","8,2","0,2",44.0,,,8144.0,"7,1","59,6","23,3","8,8","1,2",33,"40,8","26,3",6760.0,2,KB,4.852877,52.34964535
140,5138,4,Wijk,KC Willemspark,KC,2020,1,"6,4","25,1","12,5","54,9","0,1",75.0,,,4170.0,"7,2",41,25,"25,1","1,6","9,9","43,7","46,3",7512.0,3,KC,4.86279635,52.35437115
141,5139,4,Wijk,KD Museumkwartier,KD,2020,"5,4","11,4",17,15,"50,8","0,3",73.0,,,5228.0,"5,6",50,"25,2","18,1","1,2","4,2","58,4","37,5",7642.0,4,KD,4.87646435,52.3552648
142,5140,4,Wijk,KE Oude Pijp,KE,2020,"18,1","35,1","25,5","9,8","11,4","0,2",77.0,,,15021.0,"5,1","61,5","23,7","8,1","1,7","26,4",50,"23,7",7136.0,5,KE,4.89627025,52.35623165
143,5141,4,Wijk,KF Nieuwe Pijp,KF,2020,"11,3","46,9","24,2","9,6","7,8","0,3",61.0,,,15071.0,6,61,"22,7","9,2","1,1","30,5","43,3","26,2",6964.0,6,KF,4.8973224,52.3520907
144,5142,4,Wijk,KG Zuid Pijp,KG,2020,"2,5","51,9",34,"8,5",3,"0,1",74.0,,,13101.0,11,"57,2","19,5","11,4","1,1","69,3","16,6","14,1",6450.0,66,KG,4.90280345,52.35067815
145,5143,4,Wijk,KH Stadionbuurt,KH,2020,"1,4",41,"34,4","12,4","10,7",0,89.0,,,6928.0,10,"53,5","21,6","13,9",1,"48,4","34,6",17,6835.0,8,KH,4.8574755,52.34445665
146,5144,4,Wijk,KJ Apollobuurt,KJ,2020,"1,4",2,"5,4","9,5","81,7","0,1",68.0,,,4410.0,"6,2","39,6","24,2","28,8","1,2","1,6","46,3",52,7258.0,9,KJ,4.87579195,52.34809945
147,5145,4,Wijk,KK Scheldebuurt,KK,2020,"4,8","10,1","34,4","30,1","20,4","0,2",51.0,,,7816.0,"7,2","46,9","26,9","16,8","2,2","16,7","55,3",28,6303.0,10,KK,4.8961454,52.341527
148,5146,4,Wijk,KL IJselbuurt,KL,2020,"1,2","31,5","52,5","8,4","6,3","0,1",79.0,,,11764.0,"7,6","55,7","24,1","10,4","2,2",44,"39,9","16,1",6107.0,11,KL,4.90391425,52.3480695
149,5147,4,Wijk,KM Rijnbuurt,KM,2020,"0,7","60,3","21,2","10,6","7,2",0,32.0,,,5508.0,"7,9","56,9","23,6","10,1","1,5","38,5",41,"20,5",6324.0,12,KM,4.9038287,52.3400648
150,5148,4,Wijk,KN Prinses Irenebuurt e.o.,KN,2020,0,"7,1","4,5",25,"62,3","1,2",50.0,,,1827.0,"4,7",47,"23,1","24,3","0,9",,"24,2","75,8",6423.0,14,KN,4.875265,52.34370745
151,5149,4,Wijk,KP Zuidas,KP,2020,"33,2","6,1","17,4","20,2","23,1",0,50.0,,,1209.0,"3,1","66,9","19,5","10,1","0,4",,"85,8","14,1",6532.0,15,KP,4.87475785,52.33829205
152,5150,4,Wijk,KQ Buitenveldert-West,KQ,2020,"6,1","11,2","41,2",16,25,"0,5",46.0,,,2656.0,"5,8","54,3","22,7","15,8","1,3","25,2","33,9",41,5169.0,16,KQ,4.84837205,52.33015895
153,5151,4,Wijk,KR Buitenveldert-Oost,KR,2020,"12,6","5,9","39,7","17,3","24,2","0,3",49.0,,,3047.0,"6,4","57,3","22,3","13,1","0,9","27,9","38,1",34,5027.0,17,KR,4.88851085,52.32913525
154,5152,4,Wijk,MA Oostelijk Havengebied,MA,2020,"1,5","6,8",21,36,"34,4","0,3",67.0,,,6075.0,"9,6","43,9",26,"19,8","0,7","31,2","29,7","39,1",5141.0,27,MA,4.9336513,52.3745605
155,5153,4,Wijk,MB Weesperzijde,MB,2020,"9,5","30,1","24,2","15,7","20,1","0,4",97.0,,,8253.0,"5,4",55,26,"12,4","1,2","26,4","36,7","36,9",6518.0,28,MB,4.9105667,52.35435315
156,5154,4,Wijk,MC Oosterparkbuurt,MC,2020,"10,4","35,4","28,1","15,3","9,6","1,2",92.0,,,8600.0,"7,4","58,3","21,1",12,"1,2","55,8","19,7","24,5",6215.0,29,MC,4.9175089,52.35904
157,5155,4,Wijk,MD Transvaalbuurt,MD,2020,"4,7","38,3","34,1","15,4","7,4",0,75.0,,,12795.0,"9,6","52,8","20,8",15,"1,8","59,1","18,1","22,8",5961.0,30,MD,4.9213968,52.35394625
158,5156,4,Wijk,ME Dapperbuurt,ME,2020,"14,8","25,7","33,2","14,8","11,3","0,2",85.0,,,9324.0,"7,5","58,6",20,"12,7","1,1","56,6",19,"24,4",6079.0,74,ME,4.9298721,52.36095465
159,5157,4,Wijk,MF Indische Buurt-West,MF,2020,"7,7","41,7","27,7","15,1","7,5","0,4",79.0,,,14327.0,"7,7","53,9","22,4","14,8","1,2","53,8","19,8","26,4",5801.0,31,MF,4.9360817,52.3621942
160,5158,4,Wijk,MG Indische Buurt-Oost,MG,2020,5,"33,1","30,7","24,2","6,9",0,97.0,,,5492.0,"9,2","52,4","20,6","16,5","1,3",65,"13,4","21,5",5488.0,32,MG,4.95038715,52.363115
161,5159,4,Wijk,MH Zeeburgereiland/Bovendiep,MH,2020,"33,8","8,6","31,1","14,1","11,4","1,1",105.0,,,1141.0,"6,4","58,7","22,8",11,"1,1","37,9",46,"16,1",5145.0,33,MH,4.9826381,52.36209375
162,5160,4,Wijk,MJ IJburg-West,MJ,2020,"4,1","5,1","9,4","29,1","52,3",0,67.0,,,5615.0,"13,2","33,7","18,9","33,6","0,6","30,6","22,8","46,6",4449.0,34,MJ,4.98973895,52.35968475
163,5162,4,Wijk,ML IJburg-Zuid,ML,2020,"3,6","3,2","8,8",36,"48,4",0,65.0,,,4754.0,"13,6","32,9","15,2","37,7","0,6",33,"22,8","44,2",4525.0,36,ML,5.00638825,52.3497225
164,5163,4,Wijk,MM Frankendael,MM,2020,"22,7","30,1","22,1","12,4","12,6","0,1",68.0,,,3950.0,"6,9","61,8","18,1","12,6","0,6","49,5",34,"16,5",5656.0,37,MM,4.92620945,52.34757445
165,5164,4,Wijk,MN Middenmeer,MN,2020,"20,9","5,1","24,5","21,8","27,7","0,1",65.0,,,2917.0,6,"50,2","22,7","19,7","1,3","21,8","41,8","36,4",5539.0,38,MN,4.94897385,52.3496457
166,5165,4,Wijk,MP Betondorp,MP,2020,"7,7",34,49,"6,5","2,9",0,72.0,,,1840.0,"11,5","58,4","19,4","10,2","0,6",80,4,"15,9",5415.0,39,MP,4.93993925,52.3421535
167,5166,4,Wijk,MQ Omval/Overamstel,MQ,2020,"54,3",11,"11,3","11,6","11,7",0,103.0,,,1405.0,"1,9","66,7",24,"6,9","0,5","2,8","85,5","11,8",5375.0,40,MQ,4.91891395,52.33237885
168,5167,4,Wijk,NB Noordelijke IJ-oevers-West,NB,2020,"38,1","19,9","12,1","13,8",16,"0,1",82.0,,,1396.0,"3,3","59,8","24,2","12,4","0,3","27,6","57,9","14,5",4957.0,50,NB,4.88828365,52.40021275
169,5168,4,Wijk,NC Tuindorp Oostzaan,NC,2020,"6,1","29,7","37,9","10,6","15,6","0,1",58.0,,,3434.0,"11,9","42,2","21,2","23,9","0,8","64,1",5,"30,9",4245.0,51,NC,4.89119195,52.41028075
170,5169,4,Wijk,ND Kadoelen,ND,2020,"1,1","6,9","26,5","32,9","32,5",0,55.0,,,1022.0,"10,5","27,7","25,7","35,6","0,4","31,2","5,7","63,1",4524.0,52,ND,4.90915285,52.4161941
171,5170,4,Wijk,NE Banne Buiksloot,NE,2020,"1,5","14,9","34,6","33,7",15,"0,4",85.0,,,3680.0,"12,3","43,5","19,8","23,3",1,62,"7,7","30,2",3685.0,53,NE,4.9165661,52.4079328
172,5171,4,Wijk,NF Nieuwendammerdijk/Buiksloterdijk,NF,2020,"2,1","6,2",18,"22,4","50,6","0,8",28.0,,,1788.0,"5,7","25,9",27,"40,9","0,6",,"8,9","90,8",5208.0,54,NF,4.93357905,52.39356785
173,5172,4,Wijk,NG Elzenhagen,NG,2020,"33,3","0,2",8,"13,1","45,4",0,81.0,,,2053.0,"4,7","51,3","15,1","28,4","0,5","34,4","28,8","36,8",4064.0,55,NG,4.9307624,52.40331505
174,5173,4,Wijk,NH Buikslotermeer,NH,2020,"1,4","14,8","43,4","31,1","9,1","0,3",81.0,,,3612.0,10,"53,6",21,14,"1,4","56,3","13,2","30,5",3630.0,56,NH,4.9381749,52.40017325
175,5174,4,Wijk,NJ Waterlandpleinbuurt,NJ,2020,"3,5","12,1","47,5","22,5",14,"0,4",80.0,,,4023.0,"14,7","42,4","18,2","23,6","1,1","50,6","17,1","32,3",3747.0,57,NJ,4.95389985,52.39455385
176,5175,4,Wijk,NK Volewijck,NK,2020,"5,6",46,31,13,"4,2","0,2",94.0,,,4148.0,"14,3","50,6","17,7","16,6","0,9","79,7","7,9","12,4",4525.0,58,NK,4.9111678,52.39107185
177,5176,4,Wijk,NL IJplein/Vogelbuurt,NL,2020,"7,1","35,3",27,"22,9","7,5","0,2",73.0,,,3543.0,"11,8",53,"18,3","15,7","1,2","72,9","6,9","20,2",4920.0,59,NL,4.92086315,52.38946545
178,5177,4,Wijk,NM Tuindorp Buiksloot,NM,2020,"4,3","43,6","45,1","4,1",3,0,28.0,,,5407.0,"14,9","41,8","22,8","19,6",1,"79,9",2,"18,1",4722.0,60,NM,4.92907435,52.3932217
179,5178,4,Wijk,NN Tuindorp Nieuwendam,NN,2020,"5,8","60,3","28,8","3,6","1,5","0,1",28.0,,,4319.0,"13,6","45,4","23,2","17,5","0,4","78,7","2,4","18,9",5215.0,61,NN,4.94372485,52.39066235
180,5179,4,Wijk,NP Noordelijke IJ-oevers-Oost,NP,2020,"60,9","1,5","12,2","10,7","14,2","0,5",,,,288.0,"2,4","68,9","22,8","3,9","1,9",,"89,3","10,7",5582.0,62,NP,4.9356245,52.38420895
181,5180,4,Wijk,NQ Waterland,NQ,2020,"2,3","10,1","18,6","18,1","49,9","1,1",112.0,,,37.0,"6,4",34,"26,6","32,3","0,7",4,"15,2","80,9",5710.0,63,NQ,5.0044116,52.39749585
182,5181,4,Wijk,SA Driemond,SA,2020,"0,9","8,3","44,4","27,1","19,2","0,1",49.0,,,391.0,"10,4","29,3","27,7","32,6",0,"38,2","5,8","56,1",3606.0,64,SA,5.0088323,52.31348545
183,5182,4,Wijk,TA Amstel III/Bullewijk,TA,2020,"89,2","6,8",1,"0,3","2,5","0,3",,,,82.0,"0,6","90,2","6,8","1,7","0,7",,"98,5",,3564.0,103,TA,4.9505866,52.29875535
184,5183,4,Wijk,TB Venserpolder,TB,2020,"11,2","31,2","36,2","13,8","7,6",0,,,,5939.0,"14,5","59,4",14,"10,2","1,9","61,3","11,3","27,4",3420.0,7,TB,4.94524345,52.3215816
185,5184,4,Wijk,TD H-buurt,TD,2020,"14,6","8,8","26,1","42,3","8,1","0,2",,,,4806.0,19,"56,2","12,8","10,4","1,6","67,1","22,3","10,6",2816.0,76,TD,4.95644015,52.3082972
186,5185,4,Wijk,TE Ganzenhoef e.o.,TE,2020,"6,9","13,8",7,"34,5","37,6","0,2",,,,3957.0,"17,4","48,3","13,5","18,6","2,1","51,2","19,4","29,4",2937.0,77,TE,4.9672283,52.322178
187,5186,4,Wijk,TF Geerdinkhof/Kantershof,TF,2020,"0,2","14,9","22,4","23,7","38,5","0,3",,,,2305.0,"8,7","53,8","19,9","15,9","1,7","29,9","9,9","60,2",2796.0,78,TF,4.98368765,52.32263805
188,5187,4,Wijk,TJ Holendrecht,TJ,2020,"0,6","13,5","26,3","45,9",13,"0,8",,,,3224.0,"22,7","45,6","15,1","15,8","0,8","75,7","5,7","18,7",2952.0,81,TJ,4.9670607,52.30116005
189,5188,4,Wijk,TK Nellestein,TK,2020,0,"8,8","43,6",35,"11,9","0,7",80.0,,,788.0,"9,1","55,9","22,6","11,4","1,1",19,"36,6","44,4",2911.0,82,TK,4.99284355,52.3095795
190,5189,4,Wijk,TL Reigersbos,TL,2020,"4,9","15,3","35,5","32,4","11,6","0,3",,,,3228.0,"15,6","51,4","16,8","14,9","1,4","56,2",9,"34,9",3109.0,83,TL,4.9726632,52.2929851
191,5190,4,Wijk,TM Gein,TM,2020,"6,2","11,1","43,6","31,1","8,1",0,72.0,,,2827.0,16,"43,7","20,2","18,9","1,2","45,7",14,"40,3",3072.0,84,TM,4.9939257,52.295524
192,5943,4,Wijk,AA Haarlemmerbuurt,AA,2019,"10,5","29,1","25,3","15,3","18,8",1,56.0,"7,3","7,1",10556.0,"6,6","59,7","21,8",11,1,"42,1","30,4","27,4",6213.0,21,AA,4.89021995,52.3837291
193,5944,4,Wijk,AB Jordaan,AB,2019,"19,2","37,2","22,7","9,4","10,7","0,9",77.0,"7,8","7,4",15792.0,"5,2","65,3","20,3","8,1","1,1","36,9","37,4","25,7",6499.0,23,AB,4.8814382,52.3745526
194,5945,4,Wijk,AC Grachtengordel-West,AC,2019,"9,4","19,6","17,3",13,"37,6","3,1",53.0,"8,4","7,3",9634.0,"3,6","60,4","24,9","9,1","2,1","10,5","54,8","34,7",7339.0,24,AC,4.888214,52.37334925
195,5946,4,Wijk,AD Burgwallen-Nieuwe Zijde,AD,2019,"19,1","28,8","20,9","13,1","14,2","3,9",117.0,"8,1","5,4",5144.0,"2,9","64,1","26,2","4,4","2,4","10,1","70,8","19,1",6502.0,41,AD,4.8971187,52.3749354
196,5947,4,Wijk,AE Burgwallen-Oude Zijde,AE,2019,"15,2","31,7","20,3","12,9","16,6","3,4",102.0,8,"5,9",8372.0,"3,8","64,6","24,1","4,9","2,5","19,2","63,1","17,7",6030.0,42,AE,4.8976341,52.37229515
197,5948,4,Wijk,AF Nieuwmarkt/Lastage,AF,2019,"9,3","28,8","23,6","17,2","16,4","4,6",113.0,"8,1","7,4",8925.0,"5,4","63,3","22,2","7,8","1,4","40,1","32,9","27,1",5984.0,44,AF,4.904438,52.37291
198,5949,4,Wijk,AG Grachtengordel-Zuid,AG,2019,"9,7","19,7","19,1",15,"34,6","1,8",139.0,"8,6","6,4",6635.0,"3,8","58,4","25,6","10,2",2,"5,5","62,2","32,3",7145.0,45,AG,4.8927838,52.3650518
199,5950,4,Wijk,AH De Weteringschans,AH,2019,"15,8","28,3","19,9","11,1","23,7","1,2",115.0,"8,5","7,6",8342.0,"4,2","59,9","23,9","10,2","1,8","11,6","52,6","35,9",6635.0,46,AH,4.89192575,52.36205585
200,5951,4,Wijk,AJ Weesperbuurt/Plantage,AJ,2019,"13,1","27,8","26,7","9,9","21,5","0,9",86.0,8,"7,4",5579.0,"3,9","65,5","20,8","8,7",1,"29,9","35,5","34,6",6247.0,47,AJ,4.91176485,52.3644559
201,5952,4,Wijk,AK Oostelijke Eilanden/Kadijken,AK,2019,"13,2","21,8",29,"22,5","13,1","0,5",72.0,"6,7","7,4",7357.0,"7,5","58,2","20,9","12,3",1,"57,6","12,7","29,7",5334.0,48,AK,4.9218291,52.37072065
202,5953,4,Wijk,EA Sloterdijk-West,EA,2019,"1,7","16,2","46,6","19,7","15,4","0,4",95.0,,,197.0,"2,2","46,5",36,"13,1","2,2","4,7","86,8","8,5",6482.0,95,EA,4.85453985,52.39031575
203,5954,4,Wijk,EB Spaarndammerbuurt/Zeeheldenbuurt,EB,2019,11,"44,8","22,2",15,"6,5","0,4",68.0,"6,7","7,2",4551.0,"9,3","58,7","19,2","11,9","0,9","61,8","15,6","22,6",5525.0,96,EB,4.8744225,52.39042765
204,5955,4,Wijk,EC Houthavens,EC,2019,"4,6","14,4",20,"18,8","42,2","0,1",68.0,"6,2","7,6",3448.0,5,"45,8","27,8","20,8","0,6","12,3","39,8","47,9",5949.0,97,EC,4.8803174,52.3937846
205,5956,4,Wijk,ED De Kolenkit,ED,2019,"23,7","27,2","15,7","21,9","11,5",0,72.0,"5,7","6,8",7488.0,"8,1","53,8","17,4","19,2","1,5","57,7","25,2","17,1",4461.0,98,ED,4.8413775,52.37864745
206,5957,4,Wijk,EE Landlust,EE,2019,"3,6","62,2","23,5","5,6",5,"0,1",95.0,"6,5",7,9535.0,"8,2","52,6","22,1","15,7","1,5","41,9","29,5","28,6",5031.0,99,EE,4.85425375,52.3798758
207,5958,4,Wijk,EF Erasmuspark,EF,2019,"2,9",67,18,"7,9","4,1",0,89.0,"6,5",7,8487.0,"7,3","50,5","26,9",13,"2,3","14,7","39,8","45,4",5176.0,100,EF,4.85118035,52.3762431
208,5959,4,Wijk,EG Centrale Markt,EG,2019,"7,4","15,2","28,3","34,6","13,6","0,9",68.0,"7,1","7,7",2407.0,"10,1","50,6","18,9","19,4","1,1","45,5","15,9","38,6",5209.0,101,EG,4.86567395,52.37904255
209,5960,4,Wijk,EH Staatsliedenbuurt,EH,2019,"19,7","39,5","20,5","13,8","6,1","0,4",83.0,"7,1","7,3",16527.0,"7,1","59,5","20,7","11,9","0,9","46,6","22,3",31,5827.0,102,EH,4.875206,52.3808103
