,index,niveau,niveaunaam,gebiedcodenaam,wijkcode,jaar,Woonoppervlak_0_40,Woonoppervlak_40_60,Woonoppervlak_60_80,Woonoppervlak_80_100,Woonoppervlak_100_plus,Woonoppervlak_onbekend,VCRIMIN_I,Culturele_voorzieningen,Aanbod_basisscholen,Woningdichtheid,Eenouder_huishouden,Eenpersoons_huishouden,Stel_zonder_kind_huishouden,Stel_met_kind_huishouden,overige_huishouden,Corporatiewoningen,Particuliere_huur,Koopwoninging,WOZ_per_M2,index,wijkcode,lon,lat
210,5961,4,Wijk,EJ Frederik Hendrikbuurt,EJ,2019,"13,5","47,1","22,3","10,6","6,3","0,2",68.0,"6,7","7,3",14278.0,6,"61,6","21,4","9,9","1,2","36,8","33,1","30,1",5965.0,104,EJ,4.873115,52.37675945
211,5962,4,Wijk,EK Van Galenbuurt,EK,2019,"2,1","79,1","11,3","4,3","3,3",0,49.0,"6,3","7,2",11201.0,"8,3","68,1",15,"7,7","0,9","49,5","26,8","23,7",5423.0,105,EK,4.8495595,52.3719726
212,5963,4,Wijk,EL Geuzenbuurt,EL,2019,"4,5","56,3","25,7","7,4","5,8","0,1",98.0,"6,7","7,5",13384.0,"5,5",54,"25,9","12,8","1,8","19,7","44,5","35,8",5625.0,106,EL,4.8614025,52.37277565
213,5964,4,Wijk,EM Hoofdweg e.o.,EM,2019,2,"75,7","12,6",6,"3,6","0,1",66.0,"6,4","7,3",14478.0,"7,5","56,6","22,2","12,4","1,3","39,1","36,8","24,1",5572.0,107,EM,4.8533061,52.36724645
214,5965,4,Wijk,EN ChassÃƒÂ©buurt,EN,2019,"1,5","29,6","48,3","10,6","9,9","0,1",73.0,"6,5","7,4",11673.0,"9,5",47,"23,4","17,9","2,2","41,7","30,4","27,9",5271.0,108,EN,4.86079195,52.36759385
215,5966,4,Wijk,EP Bellamybuurt,EP,2019,"10,4","46,7","25,3","9,8","7,6","0,2",85.0,"7,6","7,5",14985.0,"6,3","60,4","21,9","9,8","1,6","36,9","36,9","26,3",6155.0,109,EP,4.8654401,52.36809885
216,5967,4,Wijk,EQ Da Costabuurt,EQ,2019,"8,5","25,1","42,4","13,2","10,6","0,1",88.0,"7,6","7,1",12329.0,"6,1","56,6","25,5","10,2","1,7","22,2","43,9","33,9",6130.0,0,EQ,4.8721073,52.37013015
217,5968,4,Wijk,ER Westindische Buurt,ER,2019,"0,2","57,1",28,7,"7,6","0,1",56.0,"6,4","7,3",11416.0,"7,3","48,3","28,1","14,3","2,1","17,2","49,1","33,8",5942.0,1,ER,4.8540622,52.36100675
218,5969,4,Wijk,ES Van Lennepbuurt,ES,2019,"19,9","40,4","25,7","9,3","4,4","0,2",83.0,"7,3","7,5",17638.0,"6,4","63,9","19,5","9,2","0,9","49,9","25,1",25,5995.0,13,ES,4.8674871,52.3650266
219,5970,4,Wijk,ET Overtoomse Sluis,ET,2019,"7,2","44,1","24,9","11,7","11,6","0,6",44.0,7,"7,4",15456.0,"5,3","57,2","24,6","11,5","1,4","20,3","44,1","35,6",6563.0,18,ET,4.8598311,52.35973835
220,5971,4,Wijk,EU Helmersbuurt,EU,2019,"4,5",35,"28,2","10,4","21,2","0,8",108.0,8,"7,5",12696.0,"5,9","57,3","23,2","12,1","1,5","25,2","36,2","38,6",6638.0,19,EU,4.8715505,52.3635334
221,5972,4,Wijk,EV Vondelparkbuurt,EV,2019,"5,3","18,3","16,5","12,4","45,2","2,3",108.0,"8,3",,4332.0,"6,1","55,7","21,3",15,"1,8","16,3","43,8","39,9",7192.0,20,EV,4.87339625,52.3615828
222,5974,4,Wijk,FD Slotermeer-Noordoost,FD,2019,8,"45,7","28,8","10,8","6,6","0,1",91.0,"5,3","6,7",4358.0,10,"48,9","16,4","23,4","1,3","61,3","12,5","26,2",3528.0,69,FD,4.8290986,52.380685
223,5975,4,Wijk,FF Lutkemeer/Ookmeer,FF,2019,"0,6","5,5","12,7","9,4","68,5","3,2",69.0,,,59.0,"8,7","51,1",20,"19,5","0,7","4,5","32,5",63,3970.0,71,FF,4.7811914,52.3663398
224,5976,4,Wijk,FG De Aker,FG,2019,0,1,23,"27,8","48,2","0,1",69.0,"5,9","7,4",3638.0,"10,4",31,"22,6",35,"0,9","29,6","13,9","56,5",3312.0,72,FG,4.7814874,52.34943735
225,5977,4,Wijk,FH De Punt,FH,2019,"7,5","27,7","26,4","25,2","13,1","0,1",130.0,"6,6","7,2",4598.0,"7,9","49,9","18,4","22,6","1,2","37,4","26,3","36,3",2841.0,73,FH,4.7843972,52.3576807
226,5978,4,Wijk,FJ Osdorp-Midden,FJ,2019,"2,5","12,3","33,6","30,4","20,7","0,4",98.0,6,7,6387.0,"10,9","42,6","18,9","25,9","1,7","57,9","14,1","27,9",2978.0,85,FJ,4.7951324,52.35534825
227,5979,4,Wijk,FK Osdorp-Oost,FK,2019,"3,4","21,6","41,2","18,7","14,7","0,4",89.0,7,"7,1",4997.0,"8,8","51,5","21,2","17,3","1,2","54,6","17,3","28,1",2996.0,86,FK,4.80788145,52.3584471
228,5980,4,Wijk,FL Slotervaart-Noord,FL,2019,"4,7","16,2","34,2","22,9",22,"0,1",76.0,"5,7",7,3044.0,"11,3","41,7","21,5","24,3","1,2","41,1","25,5","33,4",3534.0,87,FL,4.82330125,52.3648658
229,5981,4,Wijk,FM Overtoomse Veld,FM,2019,"11,2","18,9",27,"24,8","17,9","0,2",84.0,"5,2",7,4036.0,"7,1","52,1","20,3","18,8","1,7","37,9","43,1",19,3537.0,88,FM,4.84217435,52.36552265
230,5982,4,Wijk,FN Slotervaart-Zuid,FN,2019,"11,5","16,1","35,5",20,"14,5","2,4",90.0,"5,4","6,7",4063.0,"8,7","55,8","18,4","15,9","1,2","68,3","11,9","19,9",3628.0,22,FN,4.8262398,52.35126435
231,5983,4,Wijk,FP Westlandgracht,FP,2019,"30,5","15,7","19,3","22,4","11,9","0,1",96.0,5,"6,9",4418.0,"4,7","61,8","20,9","11,2","1,4","30,4","51,8","17,8",4184.0,25,FP,4.8415109,52.34778785
232,5984,4,Wijk,FQ Sloten/Nieuw-Sloten,FQ,2019,"1,2","1,6","9,7","44,2",43,"0,3",55.0,"5,8","7,5",1248.0,"9,7","32,9","27,7","28,8",1,"19,5","27,2","53,3",3440.0,26,FQ,4.81912355,52.3393372
233,5985,4,Wijk,KA Hoofddorppleinbuurt,KA,2019,"2,8","59,9","20,4","6,5","10,4",0,62.0,6,"7,3",7679.0,"6,4","52,9","26,3","12,8","1,6","12,9","48,1","38,9",5962.0,43,KA,4.848138,52.3480818
234,5986,4,Wijk,KB Schinkelbuurt,KB,2019,"4,3","53,7","24,6","9,3","7,9","0,2",53.0,"6,5",7,8075.0,"6,6","60,3","22,7","9,3","1,1","33,2","38,4","28,4",6271.0,2,KB,4.852877,52.34964535
235,5987,4,Wijk,KC Willemspark,KC,2019,1,"6,4","25,6","12,3","54,6","0,1",82.0,"7,5","7,8",4149.0,"6,9",42,"24,2","25,4","1,5",10,"41,9","48,1",7157.0,3,KC,4.86279635,52.35437115
236,5988,4,Wijk,KD Museumkwartier,KD,2019,"5,4","11,3",17,"14,9","51,1","0,3",77.0,"8,7","7,9",5196.0,"5,7","50,6","24,2","18,4","1,2","4,2","56,5","39,4",7220.0,4,KD,4.87646435,52.3552648
237,5989,4,Wijk,KE Oude Pijp,KE,2019,"18,2","35,3","25,2","9,8","11,3","0,2",82.0,"7,5","7,3",14851.0,5,"62,1",23,"7,9",2,"26,7","46,1","27,2",6501.0,5,KE,4.89627025,52.35623165
238,5990,4,Wijk,KF Nieuwe Pijp,KF,2019,"11,2","46,9","24,5","9,5","7,5","0,3",70.0,"7,3","7,4",14884.0,"6,1","60,7","22,7","9,2","1,4","30,9","40,3","28,8",6325.0,6,KF,4.8973224,52.3520907
239,5991,4,Wijk,KG Zuid Pijp,KG,2019,"1,7","52,6","34,8",8,"2,8","0,1",69.0,"6,8","7,2",12996.0,"11,1","57,3","19,6",11,1,70,"14,7","15,3",5908.0,66,KG,4.90280345,52.35067815
240,5992,4,Wijk,KH Stadionbuurt,KH,2019,"1,4","41,5","34,4","12,3","10,5",0,108.0,"6,5","7,7",6928.0,"9,9","53,8","21,7","13,4","1,2","48,6","33,2","18,2",6362.0,8,KH,4.8574755,52.34445665
241,5993,4,Wijk,KJ Apollobuurt,KJ,2019,"1,4",2,"5,2","9,6","81,7","0,1",78.0,"7,3","8,2",4400.0,"6,4","39,2","24,2","28,5","1,7","1,6",46,"52,3",6827.0,9,KJ,4.87579195,52.34809945
242,5994,4,Wijk,KK Scheldebuurt,KK,2019,"4,7","10,3","34,7","30,3","19,8","0,2",62.0,"6,4","7,6",7789.0,7,"47,8","25,7",17,"2,4","16,9",54,"29,1",5895.0,10,KK,4.8961454,52.341527
243,5995,4,Wijk,KL IJselbuurt,KL,2019,"1,2","31,6","52,5","8,2","6,4","0,1",86.0,"6,5","7,3",11748.0,"7,5","56,8","22,9","10,7",2,"44,3","38,7","17,1",5737.0,11,KL,4.90391425,52.3480695
244,5996,4,Wijk,KM Rijnbuurt,KM,2019,"1,1","60,9","20,8","10,2",7,0,49.0,"6,3","7,4",5498.0,"7,6","57,7","22,6","10,2","1,8","38,9","39,4","21,7",5977.0,12,KM,4.9038287,52.3400648
245,5997,4,Wijk,KN Prinses Irenebuurt e.o.,KN,2019,0,"7,3","4,2","25,3","61,9","1,3",85.0,"6,4","7,4",1829.0,"4,6","46,6","22,6","24,6","1,5",,24,76,5979.0,14,KN,4.875265,52.34370745
246,5998,4,Wijk,KP Zuidas,KP,2019,"35,5","6,5","14,9",19,"24,1",0,85.0,"5,7","6,5",1128.0,"3,3","68,6","18,9","8,7","0,5",,"85,6","14,3",6026.0,15,KP,4.87475785,52.33829205
247,5999,4,Wijk,KQ Buitenveldert-West,KQ,2019,"6,1","11,2","41,2","16,1",25,"0,5",54.0,"6,1","7,3",2651.0,"5,9","54,2","22,9","15,5","1,5",25,"33,6","41,4",4509.0,16,KQ,4.84837205,52.33015895
248,6000,4,Wijk,KR Buitenveldert-Oost,KR,2019,"12,6","5,9","39,8","18,2","23,2","0,3",113.0,"6,2","7,3",3045.0,"6,3","57,5","22,3","12,9","1,1","27,9",39,"33,1",4531.0,17,KR,4.88851085,52.32913525
249,6001,4,Wijk,MA Oostelijk Havengebied,MA,2019,"1,5","6,8","21,4","35,7","34,2","0,3",76.0,"6,5","7,5",6073.0,"9,7","43,4","25,9",20,1,"32,3","28,7","38,9",4754.0,27,MA,4.9336513,52.3745605
250,6002,4,Wijk,MB Weesperzijde,MB,2019,"9,6","30,2","25,2","14,8","19,8","0,4",163.0,"6,9","7,6",8234.0,"5,4","55,8","24,9","12,8","1,1","26,6","33,9","39,6",6009.0,28,MB,4.9105667,52.35435315
251,6003,4,Wijk,MC Oosterparkbuurt,MC,2019,"10,4","35,8","27,8","15,3","9,5","1,2",81.0,7,"7,4",8543.0,"7,5","58,1","21,2",12,"1,2","56,3","17,3","26,3",5695.0,29,MC,4.9175089,52.35904
252,6004,4,Wijk,MD Transvaalbuurt,MD,2019,"4,9","38,2","34,2","15,3","7,4",0,60.0,"6,8","7,2",12740.0,"9,8","52,3","20,7","15,4","1,9","61,1","16,7","22,2",5352.0,30,MD,4.9213968,52.35394625
253,6005,4,Wijk,ME Dapperbuurt,ME,2019,"14,8","25,7","33,2","14,7","11,3","0,3",103.0,"7,3","7,2",9329.0,"7,7","57,9","20,1",13,"1,4","56,9","17,2","25,9",5536.0,74,ME,4.9298721,52.36095465
254,6006,4,Wijk,MF Indische Buurt-West,MF,2019,"7,8","42,2","27,6","14,8","7,2","0,4",54.0,"7,3","7,3",14272.0,"7,9",53,"22,5",15,"1,6","54,1","18,6","27,3",5231.0,31,MF,4.9360817,52.3621942
255,6007,4,Wijk,MG Indische Buurt-Oost,MG,2019,5,"34,6","30,3","23,3","6,7",0,72.0,"6,7","7,4",5623.0,"9,6","52,5",20,"16,5","1,3","66,5","11,8","21,8",4906.0,32,MG,4.95038715,52.363115
256,6008,4,Wijk,MH Zeeburgereiland/Bovendiep,MH,2019,"39,2","9,1","29,3","11,5","9,6","1,2",62.0,"3,5","6,5",985.0,"4,3","66,5","19,3","8,8","1,1","38,3","46,5","15,2",5233.0,33,MH,4.9826381,52.36209375
257,6009,4,Wijk,MJ IJburg-West,MJ,2019,"4,3","4,1","8,2","29,2","54,3",0,62.0,"5,3","7,8",5347.0,"13,3","32,6","18,3","35,1","0,7","32,2","19,3","48,5",3830.0,34,MJ,4.98973895,52.35968475
258,6011,4,Wijk,ML IJburg-Zuid,ML,2019,"3,6","3,3","10,2",35,"47,9",0,49.0,5,"7,9",4710.0,"13,5","32,4","15,2","38,6","0,3",33,"22,9","44,2",3874.0,36,ML,5.00638825,52.3497225
259,6012,4,Wijk,MM Frankendael,MM,2019,"24,1","29,4","21,5","12,5","12,4","0,1",80.0,"5,8","7,2",3933.0,"6,9","60,6",19,"12,9","0,6","51,1","31,5","17,4",5203.0,37,MM,4.92620945,52.34757445
260,6013,4,Wijk,MN Middenmeer,MN,2019,"20,9","5,3","24,7","21,9","27,1","0,1",64.0,"6,5","7,7",2917.0,"6,2","50,4","21,7","20,2","1,6","24,9","37,5","37,7",5298.0,38,MN,4.94897385,52.3496457
261,6014,4,Wijk,MP Betondorp,MP,2019,"7,7",34,49,"6,5","2,9",0,65.0,"4,7","4,8",1840.0,"10,3","59,4","18,9","10,9","0,5","80,7","2,9","16,5",4913.0,39,MP,4.93993925,52.3421535
262,6015,4,Wijk,MQ Omval/Overamstel,MQ,2019,"61,6","7,4","9,5","10,9","10,5",0,93.0,"4,7",6,1267.0,"1,6","76,3",16,"5,5","0,5","24,3","61,8","13,9",6298.0,40,MQ,4.91891395,52.33237885
263,6016,4,Wijk,NB Noordelijke IJ-oevers-West,NB,2019,"51,5","3,7","8,3","16,1","20,3","0,1",89.0,"6,7","6,5",911.0,"3,2","63,5","21,4","11,5","0,5","19,9","61,2",19,3961.0,50,NB,4.88828365,52.40021275
264,6017,4,Wijk,NC Tuindorp Oostzaan,NC,2019,"6,7","30,4","38,7","10,4","13,7","0,1",80.0,"5,2",7,3332.0,12,"42,3","21,3","23,8","0,6","63,4","5,7","30,8",3720.0,51,NC,4.89119195,52.41028075
265,6018,4,Wijk,ND Kadoelen,ND,2019,"1,2","7,4","28,1","34,5","28,8",0,81.0,"4,9","7,2",985.0,"9,7","29,1","25,9","34,5","0,9","32,5","4,2","63,4",3965.0,52,ND,4.90915285,52.4161941
266,6019,4,Wijk,NE Banne Buiksloot,NE,2019,"1,4","14,9","34,5",34,"14,8","0,4",71.0,"5,4","7,3",3638.0,"12,3","42,8","19,7","24,2","1,1","62,7","6,2","31,1",3246.0,53,NE,4.9165661,52.4079328
267,6020,4,Wijk,NF Nieuwendammerdijk/Buiksloterdijk,NF,2019,"2,1","6,5","19,5","23,3","47,8","0,8",51.0,"5,9","7,1",1791.0,"6,4",25,"26,5","41,5","0,6",,"11,1","88,6",4813.0,54,NF,4.93357905,52.39356785
268,6021,4,Wijk,NG Elzenhagen,NG,2019,"8,2","0,3","12,1","19,7","59,7",0,71.0,5,"6,8",1365.0,7,"33,5","20,9","37,8","0,8",14,"33,6","52,4",3727.0,55,NG,4.9307624,52.40331505
269,6022,4,Wijk,NH Buikslotermeer,NH,2019,"1,3","15,1","43,4","30,9",9,"0,3",75.0,"5,2","7,3",3612.0,"10,1","53,5","20,8","14,2","1,4","56,3","11,9","31,8",3118.0,56,NH,4.9381749,52.40017325
270,6023,4,Wijk,NJ Waterlandpleinbuurt,NJ,2019,"3,5","12,2",48,"23,2","12,7","0,4",96.0,"5,3",7,3979.0,"14,3","42,7","17,8",24,"1,2","52,3","15,8","31,9",3275.0,57,NJ,4.95389985,52.39455385
271,6024,4,Wijk,NK Volewijck,NK,2019,"5,6","46,5","31,2","12,4","4,2","0,2",83.0,6,"6,9",4152.0,"14,1","51,1","17,3","16,8","0,8","80,1","7,4","12,4",3898.0,58,NK,4.9111678,52.39107185
272,6025,4,Wijk,NL IJplein/Vogelbuurt,NL,2019,"6,5",36,"27,1",23,"7,3","0,2",89.0,"5,9","6,8",3509.0,"12,1","53,3",18,"15,6",1,"72,9","6,6","20,5",4299.0,59,NL,4.92086315,52.38946545
273,6026,4,Wijk,NM Tuindorp Buiksloot,NM,2019,"4,3","43,9","45,2","3,7",3,0,51.0,"5,6","6,3",5413.0,"15,1","42,9","22,2","18,9",1,"81,1",,"17,9",3807.0,60,NM,4.92907435,52.3932217
274,6027,4,Wijk,NN Tuindorp Nieuwendam,NN,2019,"5,8","60,5","28,7","3,5","1,5","0,1",51.0,"5,1","6,7",4319.0,"13,4","45,8","23,1","17,4","0,3","79,2","1,6","19,3",4291.0,61,NN,4.94372485,52.39066235
275,6028,4,Wijk,NP Noordelijke IJ-oevers-Oost,NP,2019,"62,8","1,6","11,5","9,9","13,6","0,5",,,,279.0,"1,8","65,1","26,6","4,6","1,8",,"89,5","10,5",5179.0,62,NP,4.9356245,52.38420895
276,6029,4,Wijk,NQ Waterland,NQ,2019,"2,6","10,2","19,7","18,8","47,5","1,1",64.0,"5,1","5,6",36.0,"6,2",31,"28,6","33,3","0,9",4,"16,7","79,2",5256.0,63,NQ,5.0044116,52.39749585
277,6030,4,Wijk,SA Driemond,SA,2019,"0,9","8,3","45,1","27,4",18,"0,3",23.0,"3,7","8,2",391.0,"10,8","28,1","28,5","32,3","0,3","38,8","6,8","54,4",3172.0,64,SA,5.0088323,52.31348545
278,6031,4,Wijk,TA Amstel III/Bullewijk,TA,2019,"89,2","6,8",1,"0,3","2,5","0,3",,,,82.0,1,"90,2","6,2",2,"0,6",,"98,7",,2936.0,103,TA,4.9505866,52.29875535
279,6032,4,Wijk,TB Venserpolder,TB,2019,"11,3","31,1","36,6","13,5","7,6",0,,"5,9","6,9",5936.0,"15,2","59,2","13,9",10,"1,8","61,1",10,"28,8",2909.0,7,TB,4.94524345,52.3215816
280,6033,4,Wijk,TD H-buurt,TD,2019,"11,9","4,7","28,2","46,3","8,7","0,2",,"6,6","7,3",4393.0,"20,7","52,7",13,"11,8","1,7","73,3","14,8","11,9",2447.0,76,TD,4.95644015,52.3082972
281,6034,4,Wijk,TE Ganzenhoef e.o.,TE,2019,"7,4","13,5","6,9","34,5","37,5","0,2",,"6,2","7,2",3957.0,"17,6","47,8",14,19,"1,6","51,2","18,4","30,4",2498.0,77,TE,4.9672283,52.322178
282,6035,4,Wijk,TF Geerdinkhof/Kantershof,TF,2019,"0,2","14,8","22,5","24,3","37,9","0,4",,"5,9","7,2",2307.0,"9,2","53,3","20,1","15,9","1,5","30,1","9,3","60,6",2390.0,78,TF,4.98368765,52.32263805
283,6036,4,Wijk,TJ Holendrecht,TJ,2019,"0,6","14,7","29,2","43,7",11,"0,8",,"5,5","7,3",3225.0,"23,3","46,2","14,8",15,"0,8","75,5","5,3","19,2",2428.0,81,TJ,4.9670607,52.30116005
284,6037,4,Wijk,TK Nellestein,TK,2019,0,"8,8","43,6","34,9","11,7",1,84.0,"4,2","7,4",790.0,"9,3","57,1","21,7","10,8","1,1","19,5","35,3","45,2",2478.0,82,TK,4.99284355,52.3095795
285,6038,4,Wijk,TL Reigersbos,TL,2019,"4,9","15,3","35,6","32,5","11,5","0,3",,"5,8","7,5",3228.0,"15,9","50,8","17,1","14,9","1,3","56,6","8,2","35,2",2669.0,83,TL,4.9726632,52.2929851
286,6039,4,Wijk,TM Gein,TM,2019,"6,2","11,1","44,5","31,5","6,7",0,72.0,"5,6","7,5",2828.0,"16,2","43,8","19,4","19,6","1,1","45,9","13,1","40,9",2710.0,84,TM,4.9939257,52.295524
287,6792,4,Wijk,AA Haarlemmerbuurt,AA,2018,"10,7","29,1","25,5","15,3","18,4",1,72.0,,,10508.0,"6,6","59,2","21,9","11,3",1,43,"29,6","27,5",5833.0,21,AA,4.89021995,52.3837291
288,6793,4,Wijk,AB Jordaan,AB,2018,"19,6","37,7","22,4","9,3","10,1","0,9",70.0,,,15759.0,"5,8",65,"20,1","8,1",1,"37,3","36,8","25,9",6179.0,23,AB,4.8814382,52.3745526
289,6794,4,Wijk,AC Grachtengordel-West,AC,2018,"9,6","19,9","17,3","13,1",37,"3,1",66.0,,,9549.0,"3,5","58,9","25,9","9,6","2,1","10,6","49,6","39,8",6994.0,24,AC,4.888214,52.37334925
290,6795,4,Wijk,AD Burgwallen-Nieuwe Zijde,AD,2018,"19,2",29,"20,6","12,9","14,2","4,1",136.0,,,5121.0,"2,7","65,6","24,6","4,8","2,5","10,4","69,3","20,2",5730.0,41,AD,4.8971187,52.3749354
291,6796,4,Wijk,AE Burgwallen-Oude Zijde,AE,2018,"15,5","31,2","20,6","12,5","16,7","3,4",104.0,,,8265.0,"3,8","64,4","24,6","4,9","2,4","19,3","62,4","18,3",5466.0,42,AE,4.8976341,52.37229515
292,6797,4,Wijk,AF Nieuwmarkt/Lastage,AF,2018,"9,4",29,"23,3","17,4","16,2","4,6",107.0,,,8777.0,"5,8","62,7","21,5","8,2","1,8","40,8","30,7","28,4",5469.0,44,AF,4.904438,52.37291
293,6798,4,Wijk,AG Grachtengordel-Zuid,AG,2018,"10,1","19,7","19,4","15,1","33,7",2,164.0,,,6533.0,"3,7",59,"24,9","10,5","1,9","5,7","57,6","36,7",6565.0,45,AG,4.8927838,52.3650518
294,6799,4,Wijk,AH De Weteringschans,AH,2018,16,"28,4","19,6","11,4","23,3","1,3",147.0,,,8295.0,"4,2","59,6","24,5","9,9","1,8","11,8","50,9","37,4",6106.0,46,AH,4.89192575,52.36205585
295,6800,4,Wijk,AJ Weesperbuurt/Plantage,AJ,2018,"12,9","27,6","27,3",10,"21,3",1,91.0,,,5416.0,"4,2","63,1","22,1",9,"1,6","30,8","34,9","34,4",5790.0,47,AJ,4.91176485,52.3644559
296,6801,4,Wijk,AK Oostelijke Eilanden/Kadijken,AK,2018,"13,3","21,8",29,"22,5","12,9","0,5",75.0,,,7341.0,"7,7","58,5","20,6","12,3",1,"58,2","12,9","28,9",5026.0,48,AK,4.9218291,52.37072065
297,6802,4,Wijk,EA Sloterdijk-West,EA,2018,"1,7","16,2","46,6","19,7","15,4","0,4",81.0,,,196.0,"2,4","44,2",39,12,"2,4","4,7","86,8","8,5",5807.0,95,EA,4.85453985,52.39031575
298,6803,4,Wijk,EB Spaarndammerbuurt/Zeeheldenbuurt,EB,2018,11,"44,9","22,2",15,"6,5","0,4",63.0,,,4549.0,"9,5","58,2",19,"12,5","0,9","62,1","15,5","22,5",5180.0,96,EB,4.8744225,52.39042765
299,6804,4,Wijk,EC Houthavens,EC,2018,"9,8","19,4",12,"24,2","34,6","0,2",63.0,,,1788.0,"3,9","53,5","26,5","15,5","0,6","15,5","37,6","46,9",5403.0,97,EC,4.8803174,52.3937846
300,6805,4,Wijk,ED De Kolenkit,ED,2018,"19,4","29,3",15,"23,8","12,5",0,82.0,,,6698.0,"8,1",54,"17,4","19,1","1,4","68,5","13,1","18,5",4070.0,98,ED,4.8413775,52.37864745
301,6806,4,Wijk,EE Landlust,EE,2018,"3,6",63,"23,4","5,9","4,1","0,1",81.0,,,9468.0,"8,3",53,"21,4","15,7","1,6",46,27,27,4672.0,99,EE,4.85425375,52.3798758
302,6807,4,Wijk,EF Erasmuspark,EF,2018,"2,8","67,2","17,7","8,3","3,9",0,66.0,,,8453.0,"6,9","52,5","25,8","12,9","1,9","15,1","40,4","44,5",4687.0,100,EF,4.85118035,52.3762431
303,6808,4,Wijk,EG Centrale Markt,EG,2018,"3,6","15,9","29,5","35,6","14,5","0,9",72.0,,,2312.0,"11,2","48,9","19,1","19,7","1,1","48,2",13,"38,7",4796.0,101,EG,4.86567395,52.37904255
304,6809,4,Wijk,EH Staatsliedenbuurt,EH,2018,"19,7","39,6","20,1","14,1","5,9","0,6",63.0,,,16529.0,"7,4","59,9","20,4","11,5","0,8","47,4","21,9","30,7",5388.0,102,EH,4.875206,52.3808103
305,6810,4,Wijk,EJ Frederik Hendrikbuurt,EJ,2018,"13,6","47,3","22,3","10,5","6,1","0,2",72.0,,,14239.0,"5,6","60,9","22,1","10,4",1,"37,9","31,9","30,3",5536.0,104,EJ,4.873115,52.37675945
306,6811,4,Wijk,EK Van Galenbuurt,EK,2018,"2,1",80,12,"3,4","2,6",0,65.0,,,11207.0,"7,8","67,9","15,3",8,"0,9","49,8",27,"23,2",5006.0,105,EK,4.8495595,52.3719726
307,6812,4,Wijk,EL Geuzenbuurt,EL,2018,"4,5","56,4","26,6","6,9","5,4","0,1",75.0,,,13351.0,"5,7","52,9","25,7","13,2","2,5","19,8","44,2",36,5242.0,106,EL,4.8614025,52.37277565
308,6813,4,Wijk,EM Hoofdweg e.o.,EM,2018,"2,1","76,2","12,3",6,"3,4","0,1",67.0,,,14473.0,"7,8","56,7","21,4","12,6","1,5","39,4","36,9","23,6",5094.0,107,EM,4.8533061,52.36724645
309,6814,4,Wijk,EN ChassÃƒÂ©buurt,EN,2018,"1,6","30,4","48,2","10,4","9,4","0,1",65.0,,,11646.0,"9,2","46,4","23,6","18,5","2,4","42,3","30,5","27,2",4926.0,108,EN,4.86079195,52.36759385
310,6815,4,Wijk,EP Bellamybuurt,EP,2018,"10,5","48,2","24,6","9,6","6,9","0,2",76.0,,,14810.0,"6,3","61,6","21,4","9,1","1,6","37,6","38,5",24,5664.0,109,EP,4.8654401,52.36809885
311,6816,4,Wijk,EQ Da Costabuurt,EQ,2018,"8,9","24,9","41,5","14,1","10,4","0,2",98.0,,,12287.0,"6,1","57,3","24,8","10,3","1,5","22,5","44,6","32,9",5658.0,0,EQ,4.8721073,52.37013015
312,6817,4,Wijk,ER Westindische Buurt,ER,2018,"0,2","60,3","25,4","6,8","7,2","0,1",54.0,,,11403.0,"7,1",51,26,"13,5","2,4","17,5","50,8","31,8",5508.0,1,ER,4.8540622,52.36100675
313,6818,4,Wijk,ES Van Lennepbuurt,ES,2018,"20,1","40,4","25,9","9,1","4,2","0,2",95.0,,,17618.0,"6,6","65,2","18,2",9,1,"50,9","24,6","24,4",5569.0,13,ES,4.8674871,52.3650266
314,6819,4,Wijk,ET Overtoomse Sluis,ET,2018,7,"44,6","24,9","11,7","11,1","0,6",68.0,,,15329.0,"5,5","56,7","24,5","11,8","1,4",21,"43,2","35,8",6078.0,18,ET,4.8598311,52.35973835
315,6820,4,Wijk,EU Helmersbuurt,EU,2018,"4,5","36,2","27,5","10,3","20,8","0,8",81.0,,,12639.0,"5,9","58,6","22,1",12,"1,4","25,4","39,2","35,4",6108.0,19,EU,4.8715505,52.3635334
316,6821,4,Wijk,EV Vondelparkbuurt,EV,2018,"4,6","19,2","16,2","11,8","45,8","2,4",81.0,,,4276.0,6,"56,7","22,3","14,4","0,6","16,5","42,2","41,3",6765.0,20,EV,4.87339625,52.3615828
317,6822,4,Wijk,FA Sloterdijk Nieuw-West,FA,2018,0,0,"11,9","16,7","54,8","16,7",,,,6.0,"0,9","90,3","6,4","1,3","1,1",,100,,5507.0,65,FA,4.80115165,52.39220185
318,6823,4,Wijk,FD Slotermeer-Noordoost,FD,2018,"9,1","46,3","28,6","10,9",5,"0,1",94.0,,,4360.0,"10,4","48,3",16,"23,6","1,6","58,7","13,7","27,6",3134.0,69,FD,4.8290986,52.380685
319,6824,4,Wijk,FF Lutkemeer/Ookmeer,FF,2018,"0,6","6,7","12,7","8,6","67,5","3,8",66.0,,,61.0,"10,5","32,6","28,2","27,7",1,"4,5","37,9","57,6",3578.0,71,FF,4.7811914,52.3663398
320,6825,4,Wijk,FG De Aker,FG,2018,0,1,23,"27,7","48,2","0,1",66.0,,,3637.0,"10,2","31,2","22,4","35,2",1,"29,6","14,4",56,2994.0,72,FG,4.7814874,52.34943735
