OBJECTNUMMER;CBS_Wijkcode;Wijkcode;Wijk;Gebiedcode;Gebied;Stadsdeelcode;Stadsdeel;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"BU0363EQ";"EQ";"Da Costabuurt";"GE05";"Oud-West, De Baarsjes";"E";"West";"POLYGON((4.8674055 52.3717966,4.8695858 52.368605,4.8708093 52.3668503,4.8737991 52.3677141,4.8768091 52.3685032,4.8766794 52.368677,4.8763027 52.3689665,4.8759929 52.3692536,4.8758061 52.3694618,4.8756743 52.3696392,4.8750449 52.3706832,4.8745033 52.3718889,4.8744518 52.37206,4.8744399 52.372201,4.8744832 52.3723237,4.8745554 52.3724494,4.8746452 52.372562,4.874783 52.3726898,4.8748307 52.3727266,4.8751684 52.3729238,4.8752354 52.3729742,4.8752958 52.3730353,4.8753841 52.3731502,4.8754317 52.3732351,4.8754871 52.37341,4.8674055 52.3717966))";"POLYGON((52.3717966 4.8674055,52.368605 4.8695858,52.3668503 4.8708093,52.3677141 4.8737991,52.3685032 4.8768091,52.368677 4.8766794,52.3689665 4.8763027,52.3692536 4.8759929,52.3694618 4.8758061,52.3696392 4.8756743,52.3706832 4.8750449,52.3718889 4.8745033,52.37206 4.8744518,52.372201 4.8744399,52.3723237 4.8744832,52.3724494 4.8745554,52.372562 4.8746452,52.3726898 4.874783,52.3727266 4.8748307,52.3729238 4.8751684,52.3729742 4.8752354,52.3730353 4.8752958,52.3731502 4.8753841,52.3732351 4.8754317,52.37341 4.8754871,52.3717966 4.8674055))";4.8721073;52.37013015;
2;"BU0363ER";"ER";"Westindische Buurt";"GE05";"Oud-West, De Baarsjes";"E";"West";"POLYGON((4.8488854 52.3580446,4.8488916 52.3579141,4.8500418 52.3579222,4.8505752 52.3579124,4.8521759 52.3579236,4.852456 52.3579075,4.8526499 52.3579154,4.8528434 52.3579396,4.8530073 52.3579889,4.8534047 52.3580737,4.8535504 52.3580974,4.853623 52.3580928,4.8538968 52.3580238,4.8547814 52.3577557,4.8564424 52.3598193,4.8567042 52.3601199,4.8568321 52.3602901,4.8569699 52.3605014,4.8570856 52.3607105,4.8571858 52.3609308,4.8573296 52.361297,4.857456 52.36155,4.857638 52.3618408,4.8578538 52.3621228,4.859239 52.3636707,4.8583427 52.364145,4.8582537 52.3642081,4.8576365 52.3642578,4.856606 52.3641657,4.8556746 52.3638573,4.8531904 52.3635531,4.8516574 52.3633696,4.849461 52.3633668,4.8495155 52.3609501,4.8488902 52.3607592,4.8488854 52.3580446))";"POLYGON((52.3580446 4.8488854,52.3579141 4.8488916,52.3579222 4.8500418,52.3579124 4.8505752,52.3579236 4.8521759,52.3579075 4.852456,52.3579154 4.8526499,52.3579396 4.8528434,52.3579889 4.8530073,52.3580737 4.8534047,52.3580974 4.8535504,52.3580928 4.853623,52.3580238 4.8538968,52.3577557 4.8547814,52.3598193 4.8564424,52.3601199 4.8567042,52.3602901 4.8568321,52.3605014 4.8569699,52.3607105 4.8570856,52.3609308 4.8571858,52.361297 4.8573296,52.36155 4.857456,52.3618408 4.857638,52.3621228 4.8578538,52.3636707 4.859239,52.364145 4.8583427,52.3642081 4.8582537,52.3642578 4.8576365,52.3641657 4.856606,52.3638573 4.8556746,52.3635531 4.8531904,52.3633696 4.8516574,52.3633668 4.849461,52.3609501 4.8495155,52.3607592 4.8488902,52.3580446 4.8488854))";4.8540622;52.36100675;
3;"BU0363KB";"KB";"Schinkelbuurt";"GK11";"Oud-Zuid";"K";"Zuid";"POLYGON((4.8481808 52.3427679,4.8497914 52.3429241,4.8500995 52.3430157,4.8511163 52.3432545,4.8520219 52.3434,4.8519162 52.3436319,4.8516373 52.34404,4.8515205 52.3443754,4.8514422 52.3447045,4.8514703 52.3452657,4.8514873 52.3453485,4.8515462 52.3455147,4.8515896 52.3455998,4.8517189 52.345785,4.8518379 52.3459239,4.8520075 52.3460939,4.8522176 52.3462654,4.8524238 52.3464181,4.8526333 52.3465543,4.8528105 52.3466452,4.852929 52.3466956,4.8531791 52.3467818,4.8535043 52.3468584,4.8575732 52.347419,4.8575327 52.347948,4.8574587 52.3497444,4.8574131 52.3498313,4.856757 52.3512629,4.8566073 52.3515222,4.8563234 52.3521897,4.8561298 52.3527858,4.8556521 52.3541291,4.8554949 52.3546674,4.8558423 52.3546227,4.8557508 52.3546666,4.8557131 52.3547245,4.855727 52.3547895,4.8557473 52.3548144,4.8558062 52.3548523,4.855702 52.3550191,4.8556667 52.3550257,4.855027 52.3563219,4.8550847 52.3564098,4.8541227 52.3565228,4.8537727 52.3553463,4.8536931 52.3552509,4.8535531 52.3547761,4.8523708 52.3509516,4.8515609 52.3484483,4.8512776 52.3478281,4.8511659 52.3476435,4.8505741 52.3467691,4.8490621 52.3438014,4.8488153 52.3434394,4.8481808 52.3427679))";"POLYGON((52.3427679 4.8481808,52.3429241 4.8497914,52.3430157 4.8500995,52.3432545 4.8511163,52.3434 4.8520219,52.3436319 4.8519162,52.34404 4.8516373,52.3443754 4.8515205,52.3447045 4.8514422,52.3452657 4.8514703,52.3453485 4.8514873,52.3455147 4.8515462,52.3455998 4.8515896,52.345785 4.8517189,52.3459239 4.8518379,52.3460939 4.8520075,52.3462654 4.8522176,52.3464181 4.8524238,52.3465543 4.8526333,52.3466452 4.8528105,52.3466956 4.852929,52.3467818 4.8531791,52.3468584 4.8535043,52.347419 4.8575732,52.347948 4.8575327,52.3497444 4.8574587,52.3498313 4.8574131,52.3512629 4.856757,52.3515222 4.8566073,52.3521897 4.8563234,52.3527858 4.8561298,52.3541291 4.8556521,52.3546674 4.8554949,52.3546227 4.8558423,52.3546666 4.8557508,52.3547245 4.8557131,52.3547895 4.855727,52.3548144 4.8557473,52.3548523 4.8558062,52.3550191 4.855702,52.3550257 4.8556667,52.3563219 4.855027,52.3564098 4.8550847,52.3565228 4.8541227,52.3553463 4.8537727,52.3552509 4.8536931,52.3547761 4.8535531,52.3509516 4.8523708,52.3484483 4.8515609,52.3478281 4.8512776,52.3476435 4.8511659,52.3467691 4.8505741,52.3438014 4.8490621,52.3434394 4.8488153,52.3427679 4.8481808))";4.852877;52.34964535;
4;"BU0363KC";"KC";"Willemspark";"GK11";"Oud-Zuid";"K";"Zuid";"POLYGON((4.8550847 52.3564098,4.855027 52.3563219,4.8556667 52.3550257,4.855702 52.3550191,4.8558062 52.3548523,4.8557473 52.3548144,4.855727 52.3547895,4.8557131 52.3547245,4.8557508 52.3546666,4.8558423 52.3546227,4.8554949 52.3546674,4.8556521 52.3541291,4.8561298 52.3527858,4.8563234 52.3521897,4.8566073 52.3515222,4.856757 52.3512629,4.8574131 52.3498313,4.860918 52.3507664,4.8615832 52.3497281,4.8653028 52.3506937,4.8660787 52.3508975,4.8703895 52.3520436,4.8705657 52.3520716,4.8704085 52.3525395,4.8700757 52.3530047,4.869795 52.353183,4.8690428 52.3541637,4.868916 52.3543667,4.8681625 52.3553208,4.8679793 52.3552685,4.8676398 52.3558522,4.8675875 52.3559165,4.8674995 52.3559795,4.8674024 52.3560211,4.8673001 52.3560292,4.867199 52.3560168,4.8671351 52.3561036,4.8655397 52.3588536,4.8655243 52.358862,4.8654855 52.3590142,4.8654515 52.3590086,4.8636711 52.3585812,4.8631849 52.3584723,4.8631792 52.3584811,4.8622566 52.3582499,4.8622478 52.3582632,4.8618124 52.3581541,4.8618231 52.3581365,4.8598073 52.3576172,4.8589441 52.3574055,4.8550847 52.3564098))";"POLYGON((52.3564098 4.8550847,52.3563219 4.855027,52.3550257 4.8556667,52.3550191 4.855702,52.3548523 4.8558062,52.3548144 4.8557473,52.3547895 4.855727,52.3547245 4.8557131,52.3546666 4.8557508,52.3546227 4.8558423,52.3546674 4.8554949,52.3541291 4.8556521,52.3527858 4.8561298,52.3521897 4.8563234,52.3515222 4.8566073,52.3512629 4.856757,52.3498313 4.8574131,52.3507664 4.860918,52.3497281 4.8615832,52.3506937 4.8653028,52.3508975 4.8660787,52.3520436 4.8703895,52.3520716 4.8705657,52.3525395 4.8704085,52.3530047 4.8700757,52.353183 4.869795,52.3541637 4.8690428,52.3543667 4.868916,52.3553208 4.8681625,52.3552685 4.8679793,52.3558522 4.8676398,52.3559165 4.8675875,52.3559795 4.8674995,52.3560211 4.8674024,52.3560292 4.8673001,52.3560168 4.867199,52.3561036 4.8671351,52.3588536 4.8655397,52.358862 4.8655243,52.3590142 4.8654855,52.3590086 4.8654515,52.3585812 4.8636711,52.3584723 4.8631849,52.3584811 4.8631792,52.3582499 4.8622566,52.3582632 4.8622478,52.3581541 4.8618124,52.3581365 4.8618231,52.3576172 4.8598073,52.3574055 4.8589441,52.3564098 4.8550847))";4.86279635;52.35437115;
5;"BU0363KD";"KD";"Museumkwartier";"GK11";"Oud-Zuid";"K";"Zuid";"POLYGON((4.8655397 52.3588536,4.8671351 52.3561036,4.867199 52.3560168,4.8673001 52.3560292,4.8674024 52.3560211,4.8674995 52.3559795,4.8675875 52.3559165,4.8676398 52.3558522,4.8679793 52.3552685,4.8681625 52.3553208,4.868916 52.3543667,4.8690428 52.3541637,4.869795 52.353183,4.8700757 52.3530047,4.8704085 52.3525395,4.8705657 52.3520716,4.8708599 52.3521185,4.8719236 52.3522176,4.8729998 52.3522141,4.8735468 52.3521745,4.877493 52.3514722,4.8836838 52.3503662,4.8847818 52.3495565,4.8862811 52.3484736,4.8865263 52.3506561,4.886485 52.352236,4.8864989 52.352767,4.8865176 52.3528892,4.8865672 52.3530291,4.8866238 52.3531485,4.8867729 52.3533799,4.8867682 52.3535499,4.8867857 52.3539384,4.8867776 52.3544118,4.8866976 52.3552951,4.8865821 52.3568532,4.8866034 52.357267,4.8867235 52.358732,4.8867948 52.3596014,4.8869639 52.3599245,4.887389 52.3602324,4.8863002 52.3607795,4.8844044 52.3617267,4.8842354 52.3617936,4.8840457 52.3618487,4.8838456 52.3618876,4.8836387 52.36191,4.8826347 52.3619278,4.8825107 52.3619377,4.8823977 52.3619566,4.8822602 52.3619941,4.8820992 52.362056,4.8806025 52.3616318,4.8785868 52.361093,4.8774535 52.3607809,4.8773884 52.3608711,4.8773587 52.3608632,4.8771973 52.3610948,4.8767485 52.3609684,4.8768883 52.3607672,4.8769159 52.3607739,4.8769684 52.3607601,4.8769845 52.3607355,4.8770208 52.360738,4.8770361 52.3607145,4.8769331 52.3606891,4.8769527 52.3606598,4.8766334 52.3605808,4.8766207 52.3606176,4.8765935 52.3606259,4.8765564 52.3606808,4.8765667 52.3606982,4.8764965 52.3607995,4.8762597 52.3607384,4.8761843 52.3608066,4.8758696 52.3607162,4.8758261 52.3607696,4.8756012 52.3608191,4.875532 52.3607503,4.8754689 52.3607064,4.8753929 52.3606801,4.8753164 52.3606737,4.8752451 52.3606827,4.8750302 52.3607846,4.8746061 52.3609106,4.8743957 52.3609276,4.8742537 52.3609313,4.8741582 52.3609647,4.8740765 52.3609823,4.8740192 52.361019,4.873857 52.3609766,4.8738288 52.3608548,4.8737892 52.3608077,4.8737277 52.3607845,4.8736077 52.3607522,4.8735205 52.3607384,4.8732905 52.3607509,4.8730168 52.3606463,4.8724551 52.3604761,4.8721809 52.360409,4.8719164 52.3603607,4.8718459 52.3603511,4.8715411 52.3603562,4.8713905 52.3605693,4.8712766 52.3605413,4.8714763 52.3602477,4.8713027 52.3602021,4.8712471 52.3602844,4.8700607 52.3599833,4.8699585 52.3601237,4.8686458 52.359769,4.8681517 52.3596433,4.8668807 52.3593522,4.8659097 52.3591197,4.865909 52.3589355,4.8658005 52.358822,4.8655397 52.3588536))";"POLYGON((52.3588536 4.8655397,52.3561036 4.8671351,52.3560168 4.867199,52.3560292 4.8673001,52.3560211 4.8674024,52.3559795 4.8674995,52.3559165 4.8675875,52.3558522 4.8676398,52.3552685 4.8679793,52.3553208 4.8681625,52.3543667 4.868916,52.3541637 4.8690428,52.353183 4.869795,52.3530047 4.8700757,52.3525395 4.8704085,52.3520716 4.8705657,52.3521185 4.8708599,52.3522176 4.8719236,52.3522141 4.8729998,52.3521745 4.8735468,52.3514722 4.877493,52.3503662 4.8836838,52.3495565 4.8847818,52.3484736 4.8862811,52.3506561 4.8865263,52.352236 4.886485,52.352767 4.8864989,52.3528892 4.8865176,52.3530291 4.8865672,52.3531485 4.8866238,52.3533799 4.8867729,52.3535499 4.8867682,52.3539384 4.8867857,52.3544118 4.8867776,52.3552951 4.8866976,52.3568532 4.8865821,52.357267 4.8866034,52.358732 4.8867235,52.3596014 4.8867948,52.3599245 4.8869639,52.3602324 4.887389,52.3607795 4.8863002,52.3617267 4.8844044,52.3617936 4.8842354,52.3618487 4.8840457,52.3618876 4.8838456,52.36191 4.8836387,52.3619278 4.8826347,52.3619377 4.8825107,52.3619566 4.8823977,52.3619941 4.8822602,52.362056 4.8820992,52.3616318 4.8806025,52.361093 4.8785868,52.3607809 4.8774535,52.3608711 4.8773884,52.3608632 4.8773587,52.3610948 4.8771973,52.3609684 4.8767485,52.3607672 4.8768883,52.3607739 4.8769159,52.3607601 4.8769684,52.3607355 4.8769845,52.360738 4.8770208,52.3607145 4.8770361,52.3606891 4.8769331,52.3606598 4.8769527,52.3605808 4.8766334,52.3606176 4.8766207,52.3606259 4.8765935,52.3606808 4.8765564,52.3606982 4.8765667,52.3607995 4.8764965,52.3607384 4.8762597,52.3608066 4.8761843,52.3607162 4.8758696,52.3607696 4.8758261,52.3608191 4.8756012,52.3607503 4.875532,52.3607064 4.8754689,52.3606801 4.8753929,52.3606737 4.8753164,52.3606827 4.8752451,52.3607846 4.8750302,52.3609106 4.8746061,52.3609276 4.8743957,52.3609313 4.8742537,52.3609647 4.8741582,52.3609823 4.8740765,52.361019 4.8740192,52.3609766 4.873857,52.3608548 4.8738288,52.3608077 4.8737892,52.3607845 4.8737277,52.3607522 4.8736077,52.3607384 4.8735205,52.3607509 4.8732905,52.3606463 4.8730168,52.3604761 4.8724551,52.360409 4.8721809,52.3603607 4.8719164,52.3603511 4.8718459,52.3603562 4.8715411,52.3605693 4.8713905,52.3605413 4.8712766,52.3602477 4.8714763,52.3602021 4.8713027,52.3602844 4.8712471,52.3599833 4.8700607,52.3601237 4.8699585,52.359769 4.8686458,52.3596433 4.8681517,52.3593522 4.8668807,52.3591197 4.8659097,52.3589355 4.865909,52.358822 4.8658005,52.3588536 4.8655397))";4.87646435;52.3552648;
6;"BU0363KE";"KE";"Oude Pijp";"GK13";"De Pijp, Rivierenbuurt";"K";"Zuid";"POLYGON((4.886485 52.352236,4.8868028 52.3522309,4.8870653 52.3522473,4.8945562 52.3532496,4.8990904 52.3541491,4.9048113 52.3559522,4.9049965 52.3559936,4.9060555 52.3561687,4.9048904 52.358751,4.904634 52.3592121,4.9040003 52.3590488,4.9016744 52.3585951,4.8992464 52.3581003,4.8990057 52.3580488,4.8987603 52.3580061,4.8985113 52.3579727,4.8982594 52.3579483,4.8980385 52.3579347,4.896177 52.3580467,4.8908798 52.3583694,4.8906545 52.3583966,4.8904372 52.3584323,4.8902155 52.3584788,4.8900081 52.3585322,4.8898072 52.3585941,4.8896052 52.358667,4.8894047 52.3587517,4.8892529 52.3588276,4.8889312 52.3590189,4.8886441 52.3592299,4.8884118 52.3594411,4.8882922 52.3595845,4.8881754 52.3597049,4.8879504 52.3598958,4.8876855 52.3600739,4.887389 52.3602324,4.8869639 52.3599245,4.8867948 52.3596014,4.8867235 52.358732,4.8866034 52.357267,4.8865821 52.3568532,4.8866976 52.3552951,4.8867776 52.3544118,4.8867857 52.3539384,4.8867682 52.3535499,4.8867729 52.3533799,4.8866238 52.3531485,4.8865672 52.3530291,4.8865176 52.3528892,4.8864989 52.352767,4.886485 52.352236))";"POLYGON((52.352236 4.886485,52.3522309 4.8868028,52.3522473 4.8870653,52.3532496 4.8945562,52.3541491 4.8990904,52.3559522 4.9048113,52.3559936 4.9049965,52.3561687 4.9060555,52.358751 4.9048904,52.3592121 4.904634,52.3590488 4.9040003,52.3585951 4.9016744,52.3581003 4.8992464,52.3580488 4.8990057,52.3580061 4.8987603,52.3579727 4.8985113,52.3579483 4.8982594,52.3579347 4.8980385,52.3580467 4.896177,52.3583694 4.8908798,52.3583966 4.8906545,52.3584323 4.8904372,52.3584788 4.8902155,52.3585322 4.8900081,52.3585941 4.8898072,52.358667 4.8896052,52.3587517 4.8894047,52.3588276 4.8892529,52.3590189 4.8889312,52.3592299 4.8886441,52.3594411 4.8884118,52.3595845 4.8882922,52.3597049 4.8881754,52.3598958 4.8879504,52.3600739 4.8876855,52.3602324 4.887389,52.3599245 4.8869639,52.3596014 4.8867948,52.358732 4.8867235,52.357267 4.8866034,52.3568532 4.8865821,52.3552951 4.8866976,52.3544118 4.8867776,52.3539384 4.8867857,52.3535499 4.8867682,52.3533799 4.8867729,52.3531485 4.8866238,52.3530291 4.8865672,52.3528892 4.8865176,52.352767 4.8864989,52.352236 4.886485))";4.89627025;52.35623165;
7;"BU0363KF";"KF";"Nieuwe Pijp";"GK13";"De Pijp, Rivierenbuurt";"K";"Zuid";"POLYGON((4.8862811 52.3484736,4.8912807 52.3482282,4.8952624 52.3480127,4.8952959 52.3482675,4.8946409 52.3500282,4.8945424 52.3504391,4.8945594 52.3505707,4.8947474 52.3513223,4.8975877 52.351724,4.8976788 52.3517777,4.8980915 52.3518365,4.8989605 52.3515974,4.9030331 52.3521714,4.9041762 52.3523734,4.9052137 52.3526071,4.9083637 52.35339,4.9065519 52.3553848,4.9060555 52.3561687,4.9049965 52.3559936,4.9048113 52.3559522,4.8990904 52.3541491,4.8945562 52.3532496,4.8870653 52.3522473,4.8868028 52.3522309,4.886485 52.352236,4.8865263 52.3506561,4.8862811 52.3484736))";"POLYGON((52.3484736 4.8862811,52.3482282 4.8912807,52.3480127 4.8952624,52.3482675 4.8952959,52.3500282 4.8946409,52.3504391 4.8945424,52.3505707 4.8945594,52.3513223 4.8947474,52.351724 4.8975877,52.3517777 4.8976788,52.3518365 4.8980915,52.3515974 4.8989605,52.3521714 4.9030331,52.3523734 4.9041762,52.3526071 4.9052137,52.35339 4.9083637,52.3553848 4.9065519,52.3561687 4.9060555,52.3559936 4.9049965,52.3559522 4.9048113,52.3541491 4.8990904,52.3532496 4.8945562,52.3522473 4.8870653,52.3522309 4.8868028,52.352236 4.886485,52.3506561 4.8865263,52.3484736 4.8862811))";4.8973224;52.3520907;
8;"BU0363TB";"TB";"Venserpolder";"GT22";"Bijlmer-Centrum";"T";"Zuidoost";"POLYGON((4.9418785 52.3261543,4.9404973 52.3256793,4.9403689 52.3255717,4.9403282 52.3255402,4.9401063 52.3253757,4.9399787 52.3252884,4.9398878 52.3252081,4.9398626 52.3251898,4.9398557 52.3251936,4.9395764 52.3249984,4.939495 52.3249391,4.9393692 52.3248374,4.9393215 52.3247772,4.9390922 52.3246025,4.9389075 52.3244505,4.9386934 52.3242872,4.9386318 52.3242289,4.9386154 52.3242173,4.9385866 52.3242034,4.9385522 52.3241912,4.9385202 52.3241844,4.9382671 52.3241459,4.9381823 52.3241361,4.9379646 52.3241238,4.9378616 52.3237612,4.9378503 52.3237354,4.9377495 52.3235434,4.9376595 52.3233848,4.937633 52.3233301,4.9376227 52.323301,4.9378046 52.3232362,4.9379217 52.3231253,4.938 52.3230637,4.9380345 52.3230404,4.9382579 52.3229021,4.9383706 52.3228403,4.9385206 52.322804,4.9386298 52.3227409,4.9387324 52.3226671,4.9389495 52.3225056,4.9391425 52.3223906,4.9394485 52.3221805,4.9395205 52.3221397,4.9395741 52.322113,4.939765 52.3220303,4.9399305 52.3219375,4.9399365 52.3218343,4.9399933 52.3214518,4.9400736 52.3211545,4.9401059 52.3210698,4.9402086 52.3208163,4.9403764 52.3205082,4.9404891 52.3203472,4.9405987 52.3201943,4.9407565 52.3199899,4.9410463 52.3196213,4.9402101 52.3193346,4.9403538 52.3191634,4.9402568 52.3190628,4.9406926 52.3185401,4.9409134 52.3185132,4.9414167 52.3179501,4.9419524 52.3174582,4.9429507 52.3159702,4.9429788 52.3158317,4.942965 52.3157577,4.9436161 52.3151354,4.9437174 52.3151384,4.9438201 52.3150236,4.9446125 52.315295,4.9451315 52.3154487,4.9454535 52.3155097,4.9457767 52.3155922,4.9462994 52.3157399,4.9504585 52.3171683,4.948126 52.3197571,4.9476223 52.3202928,4.9475905 52.3203438,4.9475737 52.3204111,4.9475829 52.3204791,4.9476089 52.3205312,4.9476962 52.3206158,4.9478112 52.3206722,4.9528642 52.3224372,4.952679 52.3226455,4.9523741 52.3229808,4.9507564 52.3247485,4.9498355 52.3257512,4.9494474 52.3261799,4.9485849 52.3271273,4.9482104 52.3275357,4.9476622 52.3281396,4.9447197 52.3271311,4.9437967 52.3268118,4.9418785 52.3261543))";"POLYGON((52.3261543 4.9418785,52.3256793 4.9404973,52.3255717 4.9403689,52.3255402 4.9403282,52.3253757 4.9401063,52.3252884 4.9399787,52.3252081 4.9398878,52.3251898 4.9398626,52.3251936 4.9398557,52.3249984 4.9395764,52.3249391 4.939495,52.3248374 4.9393692,52.3247772 4.9393215,52.3246025 4.9390922,52.3244505 4.9389075,52.3242872 4.9386934,52.3242289 4.9386318,52.3242173 4.9386154,52.3242034 4.9385866,52.3241912 4.9385522,52.3241844 4.9385202,52.3241459 4.9382671,52.3241361 4.9381823,52.3241238 4.9379646,52.3237612 4.9378616,52.3237354 4.9378503,52.3235434 4.9377495,52.3233848 4.9376595,52.3233301 4.937633,52.323301 4.9376227,52.3232362 4.9378046,52.3231253 4.9379217,52.3230637 4.938,52.3230404 4.9380345,52.3229021 4.9382579,52.3228403 4.9383706,52.322804 4.9385206,52.3227409 4.9386298,52.3226671 4.9387324,52.3225056 4.9389495,52.3223906 4.9391425,52.3221805 4.9394485,52.3221397 4.9395205,52.322113 4.9395741,52.3220303 4.939765,52.3219375 4.9399305,52.3218343 4.9399365,52.3214518 4.9399933,52.3211545 4.9400736,52.3210698 4.9401059,52.3208163 4.9402086,52.3205082 4.9403764,52.3203472 4.9404891,52.3201943 4.9405987,52.3199899 4.9407565,52.3196213 4.9410463,52.3193346 4.9402101,52.3191634 4.9403538,52.3190628 4.9402568,52.3185401 4.9406926,52.3185132 4.9409134,52.3179501 4.9414167,52.3174582 4.9419524,52.3159702 4.9429507,52.3158317 4.9429788,52.3157577 4.942965,52.3151354 4.9436161,52.3151384 4.9437174,52.3150236 4.9438201,52.315295 4.9446125,52.3154487 4.9451315,52.3155097 4.9454535,52.3155922 4.9457767,52.3157399 4.9462994,52.3171683 4.9504585,52.3197571 4.948126,52.3202928 4.9476223,52.3203438 4.9475905,52.3204111 4.9475737,52.3204791 4.9475829,52.3205312 4.9476089,52.3206158 4.9476962,52.3206722 4.9478112,52.3224372 4.9528642,52.3226455 4.952679,52.3229808 4.9523741,52.3247485 4.9507564,52.3257512 4.9498355,52.3261799 4.9494474,52.3271273 4.9485849,52.3275357 4.9482104,52.3281396 4.9476622,52.3271311 4.9447197,52.3268118 4.9437967,52.3261543 4.9418785))";4.94524345;52.3215816;
9;"BU0363KH";"KH";"Stadionbuurt";"GK11";"Oud-Zuid";"K";"Zuid";"POLYGON((4.8481808 52.3427679,4.8476444 52.342195,4.8474176 52.3418468,4.8470969 52.3413166,4.8468654 52.3408345,4.8468271 52.3406446,4.8467934 52.3403012,4.8467822 52.3399573,4.8467873 52.339728,4.8468023 52.3394988,4.8469714 52.3381469,4.8481336 52.3382344,4.8481379 52.3382886,4.8481761 52.3383461,4.8482184 52.3383829,4.848379 52.3384458,4.8485122 52.3384722,4.8531671 52.3388353,4.8532587 52.3385811,4.8533481 52.3385863,4.8533057 52.3387295,4.8549891 52.3387945,4.8570951 52.3389022,4.8571155 52.3389206,4.8571585 52.3390876,4.8571632 52.3391614,4.8571369 52.3395701,4.8571591 52.3398833,4.8571989 52.3401644,4.8573256 52.340846,4.8574136 52.3412195,4.8574624 52.3415365,4.8574347 52.3417714,4.8573343 52.3421012,4.8573403 52.3421436,4.8573 52.3422537,4.8591742 52.342518,4.8594707 52.3425456,4.8596793 52.3425486,4.8622889 52.3425121,4.8625068 52.3425184,4.8626573 52.3425337,4.8628197 52.3425599,4.8630047 52.342605,4.8648044 52.3431586,4.8669119 52.3438185,4.8671977 52.3438743,4.8679761 52.3439813,4.8670891 52.3464514,4.8677919 52.3465463,4.8681688 52.3465603,4.8667245 52.3505387,4.8665636 52.3505326,4.8657397 52.3504691,4.8656144 52.350451,4.8654939 52.3504239,4.8653028 52.3506937,4.8615832 52.3497281,4.860918 52.3507664,4.8574131 52.3498313,4.8574587 52.3497444,4.8575327 52.347948,4.8575732 52.347419,4.8535043 52.3468584,4.8531791 52.3467818,4.852929 52.3466956,4.8528105 52.3466452,4.8526333 52.3465543,4.8524238 52.3464181,4.8522176 52.3462654,4.8520075 52.3460939,4.8518379 52.3459239,4.8517189 52.345785,4.8515896 52.3455998,4.8515462 52.3455147,4.8514873 52.3453485,4.8514703 52.3452657,4.8514422 52.3447045,4.8515205 52.3443754,4.8516373 52.34404,4.8519162 52.3436319,4.8520219 52.3434,4.8511163 52.3432545,4.8500995 52.3430157,4.8497914 52.3429241,4.8481808 52.3427679))";"POLYGON((52.3427679 4.8481808,52.342195 4.8476444,52.3418468 4.8474176,52.3413166 4.8470969,52.3408345 4.8468654,52.3406446 4.8468271,52.3403012 4.8467934,52.3399573 4.8467822,52.339728 4.8467873,52.3394988 4.8468023,52.3381469 4.8469714,52.3382344 4.8481336,52.3382886 4.8481379,52.3383461 4.8481761,52.3383829 4.8482184,52.3384458 4.848379,52.3384722 4.8485122,52.3388353 4.8531671,52.3385811 4.8532587,52.3385863 4.8533481,52.3387295 4.8533057,52.3387945 4.8549891,52.3389022 4.8570951,52.3389206 4.8571155,52.3390876 4.8571585,52.3391614 4.8571632,52.3395701 4.8571369,52.3398833 4.8571591,52.3401644 4.8571989,52.340846 4.8573256,52.3412195 4.8574136,52.3415365 4.8574624,52.3417714 4.8574347,52.3421012 4.8573343,52.3421436 4.8573403,52.3422537 4.8573,52.342518 4.8591742,52.3425456 4.8594707,52.3425486 4.8596793,52.3425121 4.8622889,52.3425184 4.8625068,52.3425337 4.8626573,52.3425599 4.8628197,52.342605 4.8630047,52.3431586 4.8648044,52.3438185 4.8669119,52.3438743 4.8671977,52.3439813 4.8679761,52.3464514 4.8670891,52.3465463 4.8677919,52.3465603 4.8681688,52.3505387 4.8667245,52.3505326 4.8665636,52.3504691 4.8657397,52.350451 4.8656144,52.3504239 4.8654939,52.3506937 4.8653028,52.3497281 4.8615832,52.3507664 4.860918,52.3498313 4.8574131,52.3497444 4.8574587,52.347948 4.8575327,52.347419 4.8575732,52.3468584 4.8535043,52.3467818 4.8531791,52.3466956 4.852929,52.3466452 4.8528105,52.3465543 4.8526333,52.3464181 4.8524238,52.3462654 4.8522176,52.3460939 4.8520075,52.3459239 4.8518379,52.345785 4.8517189,52.3455998 4.8515896,52.3455147 4.8515462,52.3453485 4.8514873,52.3452657 4.8514703,52.3447045 4.8514422,52.3443754 4.8515205,52.34404 4.8516373,52.3436319 4.8519162,52.3434 4.8520219,52.3432545 4.8511163,52.3430157 4.8500995,52.3429241 4.8497914,52.3427679 4.8481808))";4.8574755;52.34445665;
